job,sector,description
coordinacia³n financiera,arta­culos consumo,coordinacia³n financiera  profesional contadura­a paºblica  administracia³n empresas carrera afin  experiencia proceso reporting  planeacia³n modelaje financiero  about our client  compaa±a­a alimento ciudad bogota ¡  job description  reportando gerencia financiera  coordinacia³n financiera debera ¡  participar ejecucia³n control presupuesto compaa±a­a  garantizar entrega oportuno reporte financiero  coordinacia³n cierre contable  balance mensual manejo entidad control  control flujo caja  presentacia³n proyeccion financiero  analizar rentabilidad productividad negocio viabilidad proyecto  experiencia modelaje financiero forecasting  supervisia³n auditora­as control interno  disea±ar instrumento control gestia³n financiero  the successful applicant  perfil cumplir siguientes requerimientos  espaa±ol  ingla © s avanzado  profesional contadura­a paºblica  administracia³n empresas carrera afin  experiencia  aa±os liderar proceso contable  financiero proceso especa­ficos reporting  planeacia³n modelaje financiero  habilidades comunicacia³n  adaptacia³n  flexibilidad  dinamismo equipo  what s on offer  estabilidad  contact  isabel nieto  quote job ref
ingeniero perforacia³n petra³leo gas,dotacia³n seleccia³n personal,compromisoalta capacidad interpretacia³nalta capacidad ana¡lisisalta capacidad concentracia³norientado cumplimiento meta recursivoproactivoresponsabletrabajo equiposentido pertenenciaexcelente servicio cliente compromisoalta capacidad interpretacia³nalta capacidad ana¡lisisalta capacidad concentracia³norientado cumplimiento meta recursivoproactivoresponsabletrabajo equiposentido pertenenciaexcelente servicio cliente
jefe venta comercio,dotacia³n seleccia³n personal,candidato ideal persona comercial habilidad liderazgo equipo comunicacia³n alto orientacia³n cliente creativa alto orientacia³n logro tendra ¡ cargo coordinacia³n gestia³n comercial funcionamiento administrativo oficina asignado interdisciplinaria contribuir consecucia³n masivo producto la­der comercial responsabilidad garantizar cumplimiento meta establecido zona bogota ¡ responsabilidad ¡ colocacia³n comercial producto trava © s generacia³n estrategia seguimiento acompaa±amiento personal cargo cumplir plan comerciales estipulado
customer service specialist  spanish  portuguese  english,servicios tecnologa­as informacia³n  servicios financiero  atencia³n sanitaria hospitalaria,at johnson  johnson  the largest healthcare company in the world  we come together with one purpose  to profoundly change the trajectory of health for humanity  diversity  inclusion are essential to continue building our history of pioneering and innovation  which been impacting the health of more than  billion patients and consumers every day for more than  years  regardless of your razar  belief  sexual orientation  religion  or any other trait  you are welcome in all open positions at the largest healthcare company in the world  when you join johnson  johnson  your next move could mean our next breakthrough johnson  johnson is the largest and most broadly based healthcar company in the world  wea€ ™ re producing life changing breakthroughs every day and have been for the last  years  the combination of new technologies and your expertise enables amazing things to happen  our vision is to be the best in class health  wellness organization by leveraging the commercial strategy to deliver competitive advantage and value creation for the consumer  customer and j j  and as part of one of the largest and most diverse healthcar companies in the world  our brands leverage the companya€ ™ s world class research tools and scientific prowess to provide consumers across the globe with innovative consumer medicines  skin  baby and essential health solutions  we are hiring the best talent for customer service jr  specialist to be in bogota  colombia  purpose  the customer service jr  specialist is point of contact for internal j j functions and external parties to engage the deliver and customer service organization  the specialist provides direct support to customers and facilitates transactional activities  individuals in this role are expected to demonstrate basic understanding of j j customer service processes  products  and their interrelationship  the cs specialist is expected to navigate key relationships and collaborate as needed across functions to resolve customer issues  the cs jr  specialist reports directly to customer service supervisor  and escalates issues as needed  key responsibilities responsible for order management activities including  scheduling deliveries and appointments  processing orders  order tracking and support customer inquiries for new and existing orders responsible for invoice management activities including  invoicing customer sales orders  facilitating invoice corrections  liaising with finance and other parties for credit and debit processing  and special invoicing requirements solve issues related to  orders  claims management  returns management  recall management  interact with other areas to escalate and find solutions  contact customer with the final solution  propose and participate on process improvement activities
gerencia financiera,industria farmaca © utica  atencia³n salud mental  servicios ma © dicos,gerencia financiera  nivel ingle avanzado  experencia sap  about our client  cliente importante empresa dispositivo ma © dicos  gerencia financiera debera ¡  job description  liderar proceso contabilidad impuesto  facturacia³n auditora­a  debera ¡ manejar pagar reembolso gasto  preparar presentar presupuesto  control crediticio proceso cobranza  the successful applicant  perfil cumplir siguientes requerimientos  profesional contadura­a publica  carrera administrativo afin   aa±os experiencia cargo similar  profesional habilidad liderazgo  what s on offer  ofrecemos pertenecer importante empresa beneficio  contact  paula ferreira  quote job ref
direccia³n implementacia³n proyecto tic,telecomunicaciones  biotecnologa­a  servicios tecnologa­as informacia³n,direccia³n implementacia³n proyecto tic  profesional administrador empresas  ingenieria  mas  aa±os experiencia sector telecomunicacion  about our client  importante compaa±a­a telecomunicacion  job description  direccia³n implementacia³n proyecto tic debera ¡  gestionar indicadores estrata © gicos  asegurar implementacia³n proyectos servicios tic  asegurar implementacia³n soluciones dedicadas  asegurar control presupuestal  the successful applicant  perfil cumplir siguientes requerimientos  profesional mas  aa±os experiencia direccia³n proyecto infraestructura sector telecomunicacion  persona encargado administracia³n  soporte  gestia³n implementacia³n servicio red telecomunicacion  capacidad coordinacia³n liderazgo equipo indicadores gestia³n  what s on offer  autonoma­a toma decision  responsabilidad nivel nacional  contact  natalia betancur  quote job ref
gerencia comercial energy,petra³leo energa­a  energa­a renovable medio ambiente,gerencia comercial energy  profesional ingeniera­a ela © ctrica  electromeca¡nica carrera afa­n  aa±os experiencia cargos comerciales  about our client  cliente importante empresa industrial ela © ctrico especializado automatizacia³n  mantenimiento energa­a  job description  reportando gerencia general  gerencia comercial energy debera ¡  aperturar negocio cliente clientes  garantizar presupuesto anual mensual  asa­ liquidez compaa±a­a  responsable administracia³n  supervisia³n  control eficacia obra ejecutado  the successful applicant  perfil cumplir siguientes requerimientos  profesional ingeniera­a ela © ctrica  electromeca¡nica afa­n  ma­nimo  aa±os experiencia cargos comerciales  mantenimiento red ela © ctricas  profesional financiero comerciales  what s on offer  ofrecemos pertenecer empresa ofrecer posibilidad crecer profesional  crear estructura  equipo  contact  daniela carruyo  quote job ref
gerencia paqueteo,transporte carretera ferrocarril  loga­stica cadena suministro,gerencia paqueteo  profesional administracia³n empresa  ingeniera­a industrial afin  experiencia  aa±os empresa servicio loga­sticos  about our client  importante compaa±a­a servicio loga­sticos cobertura nacional internacional  gerencia paqueteo debera ¡  job description  responsable estructuracia³n desarrollo operacia³n paqueteo crossdocking nivel nacional  desarrollar modelo loga­sticos mejorar optimizacia³n proceso eficiencia operacia³n  acuerdo nivel servicio cliente organizacia³n  the successful applicant  perfil cumplir siguientes requerimientos  experiencia ma­nima  aa±os empresa servicio loga­sticos  contract logistics paqueteo cobertura nivel nacional  debera ¡ profesional administracia³n empresa  ingeniera­a industrial carrera estudio adicional loga­stica  excelentes habilidad liderazgo equipo  pensamiento estrata © gicos toma decision  what s on offer  paquete salarial competitivo  contact  luisa lievano  quote job ref
ingeniero industrial,dotacia³n seleccia³n personal,comunicacia³n asertividad observacia³ncapacitacion control calidad procesosingles intermedio equipo capacidad ana¡lisis toma decisionesprofesional ingeniera­a industrial
disea±ador interiores,dotacia³n seleccia³n personal,capacidad equipoinnovacia³ncreatividadcapacidad organizacia³n planificacia³n aptitudes dibujar precisia³n claridadaptitudes disea±o asistido ordenadoraptitudes negociarcapacidad priorizar tareascapacidades organizativascapaz compaginar tareascapaz colores formas forma creativacapaz encajar cra­ticas rechazo
direccia³n riesgo,servicio financiero,direccia³n riesgo  profesional administracia³n empresas  ingeniera­a industrial afin  aa±os experiencia rol gestia³n riesgo sector financiero  about our client  cliente importante empresa sector financiero  especializado industria fintech medio pago  job description  reportando cabeza riesgo fraude  direccia³n riesgo debera ¡  gestia³n integral riesgo financiero financiero  excluir plaft ciberseguridad  identificar riesgo  medirlos establecer control mitigarlos  innovar materia metodologa­as ana¡lisis prospeccia³n  cumplir efectivamente la­mites aplicar unidad negocio  velar cumplir regulacia³n paa­s apetito riesgo accionista  informar peria³dica comita © posicia³n firma materia riesgo  the successful applicant  perfil cumplir siguientes requerimientos  profesional administracia³n empresas  ingeniera­a industrial  finanzas carrera afin  interesado  ecosistema start up   aa±os experiencia rol gestia³n riesgo sector financiero banco  medio pago  fintechs  requisito contar conocimiento regulacia³n financiero colombiano amplio experiencia reporte ente regulador  valorara ¡ experiencia proceso digital  experiencia manejo base dato minera­a dato  what s on offer  ofrecemos pertenecer compaa±a­a fintech la­der industria etapa crecimiento acelerado fuerte plan expansia³n nivel latam  contact  federico vanegas  quote job ref
gerencia administrativa financiera,loga­stica cadena suministro,acerca cliente  compaa±a­a sector loga­stico  descripcia³n  posicia³n gerencia administrativa financiera debera ¡  planear controlar presupuesto compaa±a­a  manejar proyectar flujo caja  gestionar relacia³n institucion financiero local  analizar rentabilidad compaa±a­a la­neas negocio generar alternativo maximizacia³n ingreso control costo  supervisar operaciones contable reporte eeff casa matriz  asa­ supervisar relacionado tema tributarios  liderar proceso cartera recaudo  liderar a¡reas gestia³n humana  calidad facilities  perfil buscado  h  m  perfil cumplir requerimiento  profesional administracia³n empresa  ingeniera­a industrial  finanzas  economa­a afin  deseable mba  maestra­a especializacia³n finanzas  experiencia general ma­nima  aa±os  experiencia especificar gerente administrativo financiero ma­nima  aa±os  ingla © s  intermedio avanzado  escala europeo  realizara ¡ prueba  experiencia implementar erps  deseable sap  qua © ofrecer  estabilidad proyeccia³n
rappi makers colombia  university internship ii,servicios tecnologa­as informacia³n  software  internet,your next step is at rappi  rappi is one of the first latin american unicorns and start up that continues to focus on growing and making life easier for our users  as company  we seek to continue improving the services we already offer  add more to our offer and continue expanding throughout the latin american continent  rappi is the latin america s everything store in minutes and fast growing unicor in latin america  we are now operating in  countries and growing aggressively with new plans  we are in constant need for great people in our team  to help us in the transformation we are making in latin america  rappimakers is our newest internship program in colombia  in this first time  we will be recruiting  great talents from to  universities  you will have the opportunity to learn and contribute from day one  dealing with the real challenges of fast paced startup  you will be given true responsibilities and will be expected to be good team player  requirements  preferred courses  engineering  all  business administrator  computer science  economics  intern or maximum one years to graduation  must have good english  excel and analytics skills will be considered plus  what you ll do  work with innovation  responsibility  and impact  with team of stellar people  learn the true meaning of digital transformation  working hands on with the product team and developers to create new features across rappia€ ™ s apps and operations  develop and implement new idea and processes to improve operations and user experience  you will be designater to team that will have the challenge to develop together business solution in  months  you will have specific metrics and targets and will be expected to achieve the goal  sallary and benefits  salary of  cop  after  months  top talents will have their contract renewer for one more year or be invited to join the rappi team in full time position  the whole recruitment process is expected to last  weeks  so if you are selected you will be joining our team  in the immediate future  you wil be working remotely  but after the pandemy you will be expected to join our team in our bogota office  the complete process includes webinar  link soon to be shared in our social networks  where you will learn more about rappi and how we are growing in latin america  two interviews and one written case  in which we want to understand how you would solve real rappi challenge  if you fill the requirements and believe you are good fit for rappi  plear apply here by answering quick survey  we are excited to learn more about you  lea­do acepto autorizacia³n datos personales rappi s s  docs google com document d  pub  conforme pola­tica tratamiento datos personales  legal rappi com colombia politica proteccion tratamiento datos personales rappi s s  i have read and accept the authorization of personal data from rappi s s  docs google com document d  pub  in accordance with the personal data treatment policy  legal rappi com colombia autorizacion tratamiento datos personales rappitenderos rappi s s
jefe venta comercio,dotacia³n seleccia³n personal,candidato ideal persona comercial habilidad liderazgo equipo comunicacia³n alto orientacia³n cliente creativa alto orientacia³n logro tendra ¡ cargo coordinacia³n gestia³n comercial funcionamiento administrativo oficina asignado interdisciplinaria contribuir consecucia³n masivo producto la­der comercial responsabilidad garantizar cumplimiento meta establecido zona bogota ¡ responsabilidad ¡ colocacia³n comercial producto trava © s generacia³n estrategia seguimiento acompaa±amiento personal cargo cumplir plan comerciales estipulado
procurement operations junior,equipo informa¡ticos,introduction  at ibm  work is more than job  it s calling  to build  to design  to code  to consult  to think along with clients and sell  to make markets  to invent  to collaborate  not just to do something better  but to attempt things you ve never thought possible  are you ready to lead in this new of technology and solve some of the world s most challenging problems  if so  lets talk  your role and responsibilities  buyer that ensures compliance with purchasing policies  request quotes  prepare award proposals  create or alter orders  manage registrations and changes to the supplier master  manage creation and modifications to catalogs  contract management  negotiation  purchar measurement report  service levels  savings  etc  among other  required technical and professional expertise  role to technicians or technologists in administrative programs  business administration  economics  commerce and  or related careers  office package management  the project will handle day and night shifts since the support is for countries in latin america and spain  the candidate must have availability at these times  at least  year of experience as buyer  preferred technical and professional expertise  english intermediate  about business unit  ibm services is team of business  strategy and technology consultants that design  build  and run foundational systems and services that is the backbone of the world s economy  ibm services partners with the world s leading companies in over  countries to build smarter businesses by reimagining and reinventing through technology  with its outcome focused methodologies  industry leading portfolio and world class research and operations expertise leading to results driven innovation and enduring excellence  your life  ibm  what matters to you when youa€ ™ re looking for your next career challenge  maybe you want to get involved in work that really changes the world  what about somewhere with incredible and diverse career and development opportunities a€  where you can truly discover your passion  are you looking for culture of openness  collaboration and trust a€  where everyone voice  what about all of these  if so  then ibm could be your next career challenge  join us  not to do something better  but to attempt things you never thought possible  impact  inclusion  infinite experiences  do your best work ever  about ibm  ibma€ ™ s greatest invention is the ibmer  we believe that progress is made through progressive thinking  progressive leadership  progressive policy and progressive action  ibmers believe that the application of intelligence  reason and science can improve business  society and the human condition  restlessly reinventing since  we are the largest technology and consulting employer in the world  with morar than  ibmers serving clients in  countries  location statement  for additional information about location requirements  plear discuss with the recruiter following submission of your application  being you  ibm  ibm is committed to creating diverse environment and is proud to be an equal opportunity employer  all qualifier applicants will receive consideration for employment without regard to razar  color  religion  gender  gender identity or expression  sexual orientation  national origin  genetics  pregnancy  disability  age  veteran status  or other characteristics  ibm is also committed to compliance with all fair employment practices regarding citizenship and immigration status
gestor propuesto comerciales,dotacia³n seleccia³n personal,profesional carrera administrativo economicas contablescursos diplomado sector solidario gestion general  conocimiento legislacion sector economia solidario manejo herramienta informaticas base dato simulador paquete office
partner support excellence analyst,servicios tecnologa­as informacia³n  software  internet,your next step is at rappi  rappi is one of the first latin american unicorns and start up that continues to focus on growing and making life easier for our users  as company  we seek to continue improving the services we already offer  add more to our offer and continue expanding throughout the latin american continent  role objective  strategy  in your first year will be responsible for the implementation and management of the partner support team for cpgs and ecommerce  partner satisfaction  in your first year will be responsible for identifying issues from partners working to improve support and internal processes  strategy  in your first six months will be responsible to encourage and ensure the of partners self management tools and collect points for improvement and development according to partners needs  main responsibilities  be the business partner of the partner support team  internal voice of partners to bring in their needs in order to bring continuously improve internal processes  work with different teams  g  operations  product  catalog  finance  commercial  to develop and improve processes aiming to improve partnera€ ™ s support experience  identify processual and operational weaknesses and work to improve or innovate  identify and summarize partners problems and engage stakeholders for solutions  weekly operational monitoring and proactive solutions proposals for improvements  encourage and ensure the of self management tools by partners  key requirements  bachelora€ ™ s degree in engineering or business administration  previous experience  years  in similar role  be customer oriented  with customer first  commercial skills with interaction with partners to understand their pains  capacity to understand internal processes and how to optimize them  experience to build and optimize operational processes  creative  analytical and problem solving skills  intermediate knowledge in sql  be data driven  independent and proactive  enthusiastic  outgoing and persistent personality  speak well two of the three following languages  spanish  english and portuguese  desired requirements  experience in commerce platforms  previous experience in customer support  instrucciones  responsabilidades principal  describir funcion encargara ¡ persona  utilizar descripcia³n puesto  outcomes  justificar importancia posicia³n aprobacia³n  sustituir ta­tulo outcome a¡rea impacto okr  ej  equipo  cultura  ventas  satisfaccia³n cliente  estrategia  etc  describir outcome objetivo especa­ficos a¡rea impacto plazo  esperado  outcome   mes  sera ¡ responsable  outcome  aa±o realizara ¡  outcome  x mes creara ¡  requisito indispensable  caractera­sticas negociables acerca perfil  aa±os experiencia  conocimientos especa­ficos  herramienta manejar  idioma  etc  mba requisito  requisitos adicional  caractera­sticas deseable perfil  experiencia sector especa­ficos  universidad empresa preferencia  limitativo  herramienta debera­a  idioma  nivel educativo  mba deseable  lea­do acepto autorizacia³n datos personales rappi s s  docs google com document d  pub  conforme pola­tica tratamiento datos personales  legal rappi com colombia politica proteccion tratamiento datos personales rappi s s  i have read and accept the authorization of personal data from rappi s s  docs google com document d  pub  in accordance with the personal data treatment policy  legal rappi com colombia autorizacion tratamiento datos personales rappitenderos rappi s s
comercial la­nea mara­tima,transporte carretera ferrocarril  loga­stica cadena suministro,comercial la­nea mara­tima  profesional carrera loga­stica  comercio internacional  negocio afin  aa±os experiencia naviero desarrollar producto mara­timo la­nea  about our client  importante empresa internacional presencia ma¡s  paa­ses nivel mundial  contar ma¡s  aa±os operacia³n mercado  representante lineas mara­timas nivel global  job description  posicia³n comercial la­nea mara­tima debera ¡  consecucia³n desarrollo negocio servicio transporte internacional mara­timo  cumplimiento presupuesto teus  optimizacia³n desarrollo producto mara­timo  medicia³n medio kpia´s  the successful applicant  perfil cumplir siguientes requerimientos  profesional carrera loga­stica  comercio internacional  negocio carrera afin  contar ma¡s  aa±os experiencia naviero desarrollar producto mara­timo la­nea  nivel ingla © s intermedio alto  ma­nimo  experiencia cumplir presupuesto desarrollar cliente nivel nacional  manejo carga general  what s on offer  oportunidad estabilidad crecimiento importante empresa sector  oportunidad empresa competitivo mercado  paquete salarial atractivo  contact  natalia mejia  quote job ref
practicante marketing,venta menor,a¡en falabella retail s talento ja³venes crecer  estudiante universitario mercadeo  ingeniera­a industrial administrativo apasionar area marketing esta¡s etapa pra¡cticas profesional  oportunidad  somosfalabella compaa±a­as ma¡s grande consolidado ama © rico latina  invitar postularte  practicaprofesional  falabellaquierecrecercontigo  marketing  practicas
customer service specialist  spanish  portuguese  english,servicios tecnologa­as informacia³n  servicios financiero  atencia³n sanitaria hospitalaria,at johnson  johnson  the largest healthcare company in the world  we come together with one purpose  to profoundly change the trajectory of health for humanity  diversity  inclusion are essential to continue building our history of pioneering and innovation  which been impacting the health of more than  billion patients and consumers every day for more than  years  regardless of your razar  belief  sexual orientation  religion  or any other trait  you are welcome in all open positions at the largest healthcare company in the world  when you join johnson  johnson  your next move could mean our next breakthrough johnson  johnson is the largest and most broadly based healthcar company in the world  wea€ ™ re producing life changing breakthroughs every day and have been for the last  years  the combination of new technologies and your expertise enables amazing things to happen  our vision is to be the best in class health  wellness organization by leveraging the commercial strategy to deliver competitive advantage and value creation for the consumer  customer and j j  and as part of one of the largest and most diverse healthcar companies in the world  our brands leverage the companya€ ™ s world class research tools and scientific prowess to provide consumers across the globe with innovative consumer medicines  skin  baby and essential health solutions  we are hiring the best talent for customer service jr  specialist to be in bogota  colombia  purpose  the customer service jr  specialist is point of contact for internal j j functions and external parties to engage the deliver and customer service organization  the specialist provides direct support to customers and facilitates transactional activities  individuals in this role are expected to demonstrate basic understanding of j j customer service processes  products  and their interrelationship  the cs specialist is expected to navigate key relationships and collaborate as needed across functions to resolve customer issues  the cs jr  specialist reports directly to customer service supervisor  and escalates issues as needed  key responsibilities responsible for order management activities including  scheduling deliveries and appointments  processing orders  order tracking and support customer inquiries for new and existing orders responsible for invoice management activities including  invoicing customer sales orders  facilitating invoice corrections  liaising with finance and other parties for credit and debit processing  and special invoicing requirements solve issues related to  orders  claims management  returns management  recall management  interact with other areas to escalate and find solutions  contact customer with the final solution  propose and participate on process improvement activities
ingeniero civil,dotacia³n seleccia³n personal,acreditar estudio profesional ingeniero civil matra­cula profesional vigente  conocimientos experiencia manejo plan ambiental cumplimiento normatividad ambiental experiencia general superior treinta  mes poseer experiencia relacionado cargo superior treinta veinticuatro  mes
analista financiero,dotacia³n seleccia³n personal,espacio asignado habilidades competencias solicitud  empresa reporta informacia³n adicional
director mercadeo venta,dotacia³n seleccia³n personal,espacio asignado habilidades competencias solicitud  empresa reporta informacia³n adicional
managing director,telecomunicaciones  biotecnologa­a  servicios tecnologa­as informacia³n,managing director  experiencia mundo consultora­a tecnologa­a preferiblemente  ingles avanzado  about our client  firma consultora marcar diferencia sector consultora­a nivel mundial  hacendar proceso cercano cliente identificar necesidad formular estrategia ejecutable mejorar proceso cliente asa­ consumidor final salgar beneficiado ecuacia³n  job description  principal responsabilidad posicia³n managing director sera¡n  cargo softlanding compaa±a­a colombia  representacia³n legal  desarrollo estructuracia³n equipo  equipo ingeniera­a  data strategy  mano partners aliado estrata © gicos negocio unidos argentina  responsabilidad p l  opex capex  velar resultado pactado principio reporte directo  atender necesidad cliente nivel global  regional local  liderar proceso m potencial compaa±a­as  the successful applicant  perfil cumplir siguientes requerimientos  conocimiento  experiencia mundo consultora­a tecnologa­a preferiblemente  experiencia liderar delivery cliente  mix conocimientos ta © cnicos tecnologa­as componente estrata © gico  liderar  hands on  sera ¡ empleado  colombia  contar talento ta © cnico  ingeniera­a data  dominar lenguaje ta © cnicos lograr interpretar necesidad offerings cliente  carreras afin  ingeniera­a sistemas camino management liderazgo equipo  inspirador  decisia³n criterio  ingles  avanzado  relacionamiento clevel  chief strategy officer  chief technology officer  chief comercial officer  chief operation officer  chief executive officer  principal interlocutor  what s on offer  atractivo paquete salarial plan carrera definido  salario fijo mensual  bono resultado  anualizado  plan medicina pre pagado  familiar  car allowance  equity  contact  diego monroy  quote job ref
ceo latam,marketing publicidad,acerca cliente  importante compaa±a­a sector audiovisual  descripcia³n  posicia³n ceo latam debera ¡  desarrollar negocio regia³n  responder implementacia³n objetivo corto plazo regia³n  detectar oportunidad negocio  apertura proyecto  mantener contacto directo permanente principal players sector audiovisual latinoamerica  gestionar negocio  supervisia³n financiero  perfil buscado  h  m  perfil debera ¡ cumplir requisito  conocimiento sector audiovisual  conocimiento tendencia audiovisual  consumo tecnologa­as  integridad honorabilidad manejo negocio  da­a evolucia³n sector  alto habilidad negociacia³n  qua © ofrecemos  perfil seleccionado reportara ¡ directamente presidente  autonoma­a toma decision  responsabilidad mercado latinoama © rico
auxiliar laboratorio cla­nico,dotacia³n seleccia³n personal,espacio asignado habilidades competencias solicitud  empresa reporta informacia³n adicional
jefe servicio general,dotacia³n seleccia³n personal,contar habilidad liderazgo organizacia³n personal manejo administrativo derivar servicio
jefe control calidad,dotacia³n seleccia³n personal,habilidad autonoma­a equipo habilidad programacia³n auditorio inspeccion contribuir aseguramiento calidad inocuidad conformidad producto elaboradosupervisa producto encontrar estadodebe seguro tomar decision presia³n ing quamica  farmaca‰utica alimento experiencia bpm  ind alimento bebido alcoha³licas industria farmaca © uticaformacia³n bpm haccp sistema calidad  intermedio officeestablece proceso materia ambientalcapacidad habilidad gestionar planificar dirigir actividad sistema gestia³n
auxiliar facturacia³n,dotacia³n seleccia³n personal,compromisoalta capacidad interpretacia³nalta capacidad ana¡lisisalta capacidad concentracia³norientado cumplimiento meta recursivoproactivoresponsabletrabajo equiposentido pertenenciaexcelente servicio cliente compromisoalta capacidad interpretacia³nalta capacidad ana¡lisisalta capacidad concentracia³norientado cumplimiento meta recursivoproactivoresponsabletrabajo equiposentido pertenenciaexcelente servicio cliente
ingeniero perforacia³n petra³leo gas,dotacia³n seleccia³n personal,compromisoalta capacidad interpretacia³nalta capacidad ana¡lisisalta capacidad concentracia³norientado cumplimiento meta recursivoproactivoresponsabletrabajo equiposentido pertenenciaexcelente servicio cliente compromisoalta capacidad interpretacia³nalta capacidad ana¡lisisalta capacidad concentracia³norientado cumplimiento meta recursivoproactivoresponsabletrabajo equiposentido pertenenciaexcelente servicio cliente
auxiliar publicacion,dotacia³n seleccia³n personal,ta © cnico profesional conocimientos wordpress manejo commerce excel mailing videos pautas publicaciones instagram facebook linkedin twitter administrador vencimiento control seguimiento proceso habilidades redaccia³n interpretacia³n sa­ntesis capacidad oral respuesta a¡giles creacia³n informes capacidad aprendizaje proceso programa ta © cnico profesional conocimientos wordpress manejo commerce excel mailing videos pautas publicaciones instagram facebook linkedin twitter administrador vencimiento control seguimiento proceso habilidades redaccia³n interpretacia³n sa­ntesis capacidad oral respuesta a¡giles creacia³n informes capacidad aprendizaje proceso programa
inspector control calidad producto pla¡sticos,dotacia³n seleccia³n personal,encargado velar mantenimiento correcto funcionamiento maquinaria utilizado proceso produccia³n garantizar calidad hacendar registro documental procedimiento utilizado eficiencia productividad equipo requiere experiencia especifica procesamiento plastico
gestor servicio,equipo informa¡ticos,introduction  client satisfaction will be your ultimate goal in this role  as customer service representative  you will be on the front line serving our customers  you ll be the technical resource and point person interacting with clients  vendors  and senior management  to identify and resolve complex technical problems  if solving problems and helping others succeed excites you  leta€ ™ s talk  your role and responsibilities  responsable gestia³n  operacia³n soporte sitio mesa ayuda  revisia³n ma © tricas ta¡cticas plazo equipo manejo rendimiento  gestia³n acuerdo servicio  excelente manejo comunicacia³n cliente  definicia³n optimizacia³n eficiencia operacia³n  required technical and professional expertise  aa±os coordinador sitio  tecna³logo ingeniera­a sistema ingeniera­a industrial carrera  conocimientos itil foundation   hp service manager  servicio cliente  osa operational supportans analysis  preferred technical and professional expertise  soa  rcv  about business unit  at global technology services  gts  we help our clients envision the future by offering end to end it and technology support services  supported by an unmatched global delivery network  it s unique blend of bold new idea and client first thinking  if you can restlessly reinvent yourself and solve problems in new ways  work on both technology and business projects  and ask  what else is possible  gts is the place for you  your life  ibm  what matters to you when youa€ ™ re looking for your next career challenge  maybe you want to get involved in work that really changes the world  what about somewhere with incredible and diverse career and development opportunities a€  where you can truly discover your passion  are you looking for culture of openness  collaboration and trust a€  where everyone voice  what about all of these  if so  then ibm could be your next career challenge  join us  not to do something better  but to attempt things you never thought possible  impact  inclusion  infinite experiences  do your best work ever  about ibm  ibma€ ™ s greatest invention is the ibmer  we believe that progress is made through progressive thinking  progressive leadership  progressive policy and progressive action  ibmers believe that the application of intelligence  reason and science can improve business  society and the human condition  restlessly reinventing since  we are the largest technology and consulting employer in the world  with morar than  ibmers serving clients in  countries  location statement  for additional information about location requirements  plear discuss with the recruiter following submission of your application  being you  ibm  ibm is committed to creating diverse environment and is proud to be an equal opportunity employer  all qualifier applicants will receive consideration for employment without regard to razar  color  religion  gender  gender identity or expression  sexual orientation  national origin  genetics  pregnancy  disability  age  veteran status  or other characteristics  ibm is also committed to compliance with all fair employment practices regarding citizenship and immigration status
auxiliar gestia³n humano,dotacia³n seleccia³n personal,educacianformacia³n ta © cnica tecnola³gica profesional administracia³n empresa ingeniera­a industrial contabilidad carrera afin apoyo gestia³n documental proceso administrativo na³mina experiencia ma­nima aa±o a¡rea gestia³n humanacontrato ta © rmino indefinidol v  pm
supervisor administrativo,dotacia³n seleccia³n personal,manejo  office profesional estudiante semestre carreras administrativas  ingenieria industrial  sistema salud ocupacional
jefe servicio general,dotacia³n seleccia³n personal,contar habilidad liderazgo organizacia³n personal manejo administrativo derivar servicio
auxiliar servicio cliente,dotacia³n seleccia³n personal,expresia³n verbal escucha autocontrol tolerancia presia³n actitud positivo atencia³n manejo informacia³n espa­ritu comercial equipo gestia³n compromiso orientacia³n cliente proactividad amabilidad inteligencia emocional persuasia³n delegacia³n liderazgo excelente manejo excelconocimiento manejo orientacia³n clienteestudios comprobado comercial servicio cliente
auxiliar contable administrativo,dotacia³n seleccia³n personal,conocimiento obligatorio sistema contable world oficce pra¡ctica funcion interaccion
instructor virtualizacia³n,dotacia³n seleccia³n personal,tecna³logos profesionales programa formacia³n relacionado proceso gestia³nloga­stica cadena abastecimiento © nfasis planeacia³n actividad mercadeo comoingeniero industrial ingeniera­a mercado loga­stica alimento administrador empresa contabilidad finanzas ciencia afin experiencia laboral desarrollo actividad relacionado gestia³n loga­stica ma­nimo veinticuatro  mes
dependiente judicial,dotacia³n seleccia³n personal,funcion dependiente judicial seguimiento vigilancia proceso persona proactiva orientado logro recursivo
analista talento humano,dotacia³n seleccia³n personal,espacio asignado habilidades competencias solicitud  empresa reporta informacia³n adicional
auxiliar publicacion,dotacia³n seleccia³n personal,ta © cnico profesional conocimientos wordpress manejo commerce excel mailing videos pautas publicaciones instagram facebook linkedin twitter administrador vencimiento control seguimiento proceso habilidades redaccia³n interpretacia³n sa­ntesis capacidad oral respuesta a¡giles creacia³n informes capacidad aprendizaje proceso programa ta © cnico profesional conocimientos wordpress manejo commerce excel mailing videos pautas publicaciones instagram facebook linkedin twitter administrador vencimiento control seguimiento proceso habilidades redaccia³n interpretacia³n sa­ntesis capacidad oral respuesta a¡giles creacia³n informes capacidad aprendizaje proceso programa
